ingredient,pairing,level,page
MINT — IN GENERAL,fish,recommended,478
MINT — IN GENERAL,FRUITS,very_highly_recommended,478
MINT — IN GENERAL,"fruits, tropical",normal,478
MINT — IN GENERAL,garlic,normal,478
MINT — IN GENERAL,ginger,recommended,478
MINT — IN GENERAL,grapefruit,normal,478
MINT — IN GENERAL,grapes,normal,478
MINT — IN GENERAL,Greek cuisine,normal,478
MINT — IN GENERAL,halibut,normal,478
MINT — IN GENERAL,honey,normal,478
MINT — IN GENERAL,Indian cuisine,recommended,478
MINT — IN GENERAL,jellies,normal,478
MINT — IN GENERAL,kumquats,normal,478
MINT — IN GENERAL,LAMB,holy_grail,478
MINT — IN GENERAL,lavender,normal,478
MINT — IN GENERAL,lemon,recommended,478
MINT — IN GENERAL,lemongrass,normal,478
MINT — IN GENERAL,lemon verbena,normal,478
MINT — IN GENERAL,lentils,normal,478
MINT — IN GENERAL,lettuce,normal,478
MINT — IN GENERAL,lime,normal,479
MINT — IN GENERAL,mango,normal,479
MINT — IN GENERAL,marinades,normal,479
MINT — IN GENERAL,marjoram,normal,479
MINT — IN GENERAL,meats,normal,479
MINT — IN GENERAL,Mediterranean cuisine,recommended,479
MINT — IN GENERAL,melon,recommended,479
MINT — IN GENERAL,Mexican cuisine,normal,479
MINT — IN GENERAL,Middle Eastern cuisine,recommended,479
MINT — IN GENERAL,milk,normal,479
MINT — IN GENERAL,Moroccan cuisine,recommended,479
MINT — IN GENERAL,mushrooms,normal,479
MINT — IN GENERAL,mussels,normal,479
MINT — IN GENERAL,nectarines,normal,479
MINT — IN GENERAL,"olives, black",normal,479
MINT — IN GENERAL,"onions, esp. red",normal,479
MINT — IN GENERAL,orange,normal,479
MINT — IN GENERAL,oregano (say some),normal,479
MINT — IN GENERAL,papaya,normal,479
MINT — IN GENERAL,paprika,normal,479
MINT — IN GENERAL,parsley,normal,479
MINT — IN GENERAL,pasta,normal,479
MINT — IN GENERAL,"peaches, esp. cooked",normal,479
MINT — IN GENERAL,pears,normal,479
MINT — IN GENERAL,"peas, esp. young",recommended,479
MINT — IN GENERAL,pepper,normal,479
MINT — IN GENERAL,pineapple,normal,479
MINT — IN GENERAL,"plums, esp. cooked",normal,479
MINT — IN GENERAL,pork,normal,479
MINT — IN GENERAL,"potatoes, esp. new",recommended,479
MINT — IN GENERAL,poultry,normal,479
MINT — IN GENERAL,pumpkin,normal,479
MINT — IN GENERAL,"punches, fruit",normal,479
MINT — IN GENERAL,radishes,normal,479
MINT — IN GENERAL,raitas,normal,479
MINT — IN GENERAL,raspberries,normal,479
MINT — IN GENERAL,rice and rice dishes,normal,479
MINT — IN GENERAL,rosemary,normal,479
MINT — IN GENERAL,sage,normal,479
MINT — IN GENERAL,"SALADS: bean, fruit, green, vegetable",recommended,479
MINT — IN GENERAL,salsas,normal,479
MINT — IN GENERAL,sea bass,normal,479
MINT — IN GENERAL,shellfish,normal,479
MINT — IN GENERAL,shrimp,normal,479
MINT — IN GENERAL,skate,normal,479
MINT — IN GENERAL,"soups, esp. bean, cold, and/or fish",normal,480
MINT — IN GENERAL,soy sauce,normal,480
MINT — IN GENERAL,spinach,normal,480
MINT — IN GENERAL,"spring rolls, esp. Vietnamese",normal,480
MINT — IN GENERAL,"squash, summer",normal,480
MINT — IN GENERAL,"stews, esp. seafood",normal,480
MINT — IN GENERAL,strawberries,normal,480
MINT — IN GENERAL,SUGAR,very_highly_recommended,480
MINT — IN GENERAL,sumac,normal,480
MINT — IN GENERAL,tabbouleh (key ingredient),recommended,480
MINT — IN GENERAL,"tea, esp. Earl Grey, green",recommended,480
MINT — IN GENERAL,"Thai cuisine (e.g., green curries)",normal,480
MINT — IN GENERAL,thyme,normal,480
MINT — IN GENERAL,tomatoes,recommended,480
MINT — IN GENERAL,trout,normal,480
MINT — IN GENERAL,tuna,normal,480
MINT — IN GENERAL,Turkish cuisine,normal,480
MINT — IN GENERAL,vanilla,normal,480
MINT — IN GENERAL,veal,normal,480
MINT — IN GENERAL,vegetables,recommended,480
MINT — IN GENERAL,Vietnamese cuisine,normal,480
MINT — IN GENERAL,"vinegar: cider, rice wine",normal,480
MINT — IN GENERAL,watermelon,normal,480
MINT — IN GENERAL,YOGURT,very_highly_recommended,480
MINT — IN GENERAL,zucchini,normal,480
MINT — IN GENERAL,oregano (say some),avoid,480
"MINT, DRIED",beef,normal,480
"MINT, DRIED",bell peppers,normal,480
"MINT, DRIED",bold-flavored foods,normal,480
"MINT, DRIED","cheese, feta",normal,480
"MINT, DRIED",chicken,normal,481
"MINT, DRIED",cucumbers,normal,481
"MINT, DRIED",duck,normal,481
"MINT, DRIED",Eastern Mediterranean cuisine,normal,481
"MINT, DRIED",garlic,normal,481
"MINT, DRIED",Greek cuisine,normal,481
"MINT, DRIED",hummus,normal,481
"MINT, DRIED",kebabs,normal,481
"MINT, DRIED",lamb,normal,481
"MINT, DRIED",leeks,normal,481
"MINT, DRIED",lemon,normal,481
"MINT, DRIED",lentils,normal,481
"MINT, DRIED","meats, esp. grilled",normal,481
"MINT, DRIED",olive oil,normal,481
"MINT, DRIED",olives,normal,481
"MINT, DRIED","onions, red",normal,481
"MINT, DRIED",oregano,normal,481
"MINT, DRIED",pasta,normal,481
"MINT, DRIED",pork,normal,481
"MINT, DRIED",rice,normal,481
"MINT, DRIED","soups: chicken, vegetable",normal,481
"MINT, DRIED",tomatoes,normal,481
"MINT, DRIED",Turkish cuisine,normal,481
"MINT, DRIED",yogurt,normal,481
"MINT, DRIED",zucchini,normal,481
"MINT, PEPPERMINT",apples,normal,481
"MINT, PEPPERMINT",berries,normal,481
"MINT, PEPPERMINT",beverages,recommended,481
"MINT, PEPPERMINT",candies,normal,481
"MINT, PEPPERMINT",carrots,normal,481
"MINT, PEPPERMINT",chocolate,recommended,481
"MINT, PEPPERMINT",citrus,normal,481
"MINT, PEPPERMINT",cream and ice cream,recommended,481
"MINT, PEPPERMINT",DESSERTS,very_highly_recommended,481
"MINT, PEPPERMINT","iced desserts (e.g., granita, sorbet)",recommended,481
"MINT, PEPPERMINT",mangoes,normal,481
"MINT, PEPPERMINT",Mediterranean cuisine,normal,482
"MINT, PEPPERMINT",milk,normal,482
"MINT, PEPPERMINT",strawberries,normal,482
"MINT, PEPPERMINT",teas,recommended,482
"MINT, PEPPERMINT",savory foods,avoid,482
MIREPOIX,French cuisine,recommended,482
MISO AND MISO SOUP,beef,normal,482
MISO AND MISO SOUP,chicken,normal,482
MISO AND MISO SOUP,"huitlacoche soup with tofu, mushrooms, or corn.",normal,482
MISO AND MISO SOUP,Miso Broth,recommended,483
MISO AND MISO SOUP,duck,normal,483
MISO AND MISO SOUP,"fish: cod, salmon",normal,483
MISO AND MISO SOUP,garlic,normal,483
MISO AND MISO SOUP,ginger,normal,483
MISO AND MISO SOUP,honey,normal,483
MISO AND MISO SOUP,Japanese cuisine,normal,483
MISO AND MISO SOUP,legumes,normal,483
MISO AND MISO SOUP,lemongrass,normal,483
MISO AND MISO SOUP,marinades,normal,483
MISO AND MISO SOUP,mirin,normal,483
MISO AND MISO SOUP,mushrooms,normal,483
MISO AND MISO SOUP,mustard,normal,483
MISO AND MISO SOUP,oysters,recommended,483
MISO AND MISO SOUP,pineapple,normal,483
MISO AND MISO SOUP,"rice, brown",normal,483
MISO AND MISO SOUP,sake,recommended,483
MISO AND MISO SOUP,salad dressings,normal,483
MISO AND MISO SOUP,sauces,normal,483
MISO AND MISO SOUP,sesame oil,normal,483
MISO AND MISO SOUP,soups,normal,483
MISO AND MISO SOUP,soy sauce,normal,483
MISO AND MISO SOUP,steak,normal,483
MISO AND MISO SOUP,stews,normal,483
MISO AND MISO SOUP,"stock, chicken",normal,483
MISO AND MISO SOUP,sugar,normal,483
MISO AND MISO SOUP,tofu,normal,483
MISO AND MISO SOUP,"vinegar, rice",normal,483
MISO AND MISO SOUP,walnuts,normal,483
MOLASSES,apples,normal,484
MOLASSES,"baked goods (e.g., cookies, pies)",normal,484
MOLASSES,barbecue sauce,recommended,484
MOLASSES,"beans, baked",recommended,484
MOLASSES,"bread, esp. brown",normal,484
MOLASSES,"butter, unsalted",normal,484
MOLASSES,cinnamon,normal,484
MOLASSES,cream,normal,484
MOLASSES,ginger,recommended,484
MOLASSES,gingerbread,recommended,484
MOLASSES,Grand Marnier,normal,484
MOLASSES,"lemon, juice",normal,484
MOLASSES,marinades,normal,484
MOLASSES,"New England cuisine (e.g., Indian pudding)",normal,484
MOLASSES,orange,normal,484
MOLASSES,pancakes,normal,484
MOLASSES,plums,normal,484
MOLASSES,popcorn,normal,484
MOLASSES,raspberries,normal,484
MOLASSES,"sugar, brown",normal,484
MOLASSES,vanilla,normal,484
MOLASSES,walnuts,normal,484
MONKFISH,aioli,normal,484
MONKFISH,apples,normal,484
MONKFISH,"apricots, dried",normal,484
MONKFISH,"artichokes, Jerusalem",normal,484
MONKFISH,arugula,normal,484
MONKFISH,asparagus,normal,484
MONKFISH,bacon,recommended,484
MONKFISH,basil,normal,484
MONKFISH,bay leaf,recommended,484
MONKFISH,"beans, white",normal,484
MONKFISH,"beer, wheat",normal,484
MONKFISH,brandy,normal,484
MONKFISH,bread crumbs,normal,484
MONKFISH,"butter: clarified, unsalted",recommended,485
MONKFISH,"cabbage: green, red, savoy",recommended,485
MONKFISH,caperberries,normal,485
MONKFISH,capers,normal,485
MONKFISH,cardamom,normal,485
MONKFISH,carrots,recommended,485
MONKFISH,cayenne,normal,485
MONKFISH,celery,normal,485
MONKFISH,chard,normal,485
MONKFISH,chervil,normal,485
MONKFISH,chile peppers,normal,485
MONKFISH,chili powder,normal,485
MONKFISH,chives,recommended,485
MONKFISH,"cider, hard",normal,485
MONKFISH,cilantro,normal,485
MONKFISH,cinnamon,normal,485
MONKFISH,clams,normal,485
MONKFISH,coriander,recommended,485
MONKFISH,couscous,normal,485
MONKFISH,cream,normal,485
MONKFISH,cumin,normal,485
MONKFISH,curry powder,normal,485
MONKFISH,Monkfish is great with garlic!,recommended,485
MONKFISH,"Roasted Monkfish with Spinach, Oyster Ravioli, Watercress Sauce",recommended,485
MONKFISH,fennel,recommended,485
MONKFISH,fennel seeds,recommended,485
MONKFISH,GARLIC,very_highly_recommended,485
MONKFISH,"ginger, fresh",normal,485
MONKFISH,leeks,recommended,485
MONKFISH,"LEMON: juice, zest",recommended,485
MONKFISH,"lemon, preserved",normal,485
MONKFISH,lemongrass,normal,485
MONKFISH,lemon thyme,normal,486
MONKFISH,lobster,normal,486
MONKFISH,Mediterranean cuisine,normal,486
MONKFISH,"mushrooms, esp. chanterelles, portobello",normal,486
MONKFISH,mussels,normal,486
MONKFISH,"OIL: canola, corn, peanut, vegetable",recommended,486
MONKFISH,olive oil,recommended,486
MONKFISH,"olives, esp. green",normal,486
MONKFISH,"onions, esp. yellow",recommended,486
MONKFISH,"orange, zest",normal,486
MONKFISH,oregano,normal,486
MONKFISH,pancetta,normal,486
MONKFISH,"paprika, sweet",recommended,486
MONKFISH,Parmesan cheese,normal,486
MONKFISH,"parsley, flat-leaf",recommended,486
MONKFISH,pesto,normal,486
MONKFISH,"pepper: black, green, white",recommended,486
MONKFISH,Pernod,normal,486
MONKFISH,pine nuts,normal,486
MONKFISH,"pork: bacon, pork belly",normal,486
MONKFISH,"potatoes, esp. new",recommended,486
MONKFISH,red pepper flakes,normal,486
MONKFISH,romesco sauce,normal,486
MONKFISH,rosemary,recommended,486
MONKFISH,saffron,recommended,486
MONKFISH,sage,normal,486
MONKFISH,salmon,normal,486
MONKFISH,"salmon, smoked",normal,486
MONKFISH,"salt: kosher, sea",recommended,486
MONKFISH,sausage,normal,486
MONKFISH,shallots,recommended,486
MONKFISH,"sherry, dry (e.g., fino)",normal,486
MONKFISH,soy sauce,normal,486
MONKFISH,spinach,normal,486
MONKFISH,squid,normal,486
MONKFISH,star anise,normal,486
MONKFISH,"STOCKS AND BROTHS: chicken, clam, fish, shellfish, veal",recommended,486
MONKFISH,striped bass,normal,486
MONKFISH,Swiss chard,normal,486
MONKFISH,tarragon,normal,486
MONKFISH,thyme,recommended,486
MONKFISH,tomatoes,recommended,486
MONKFISH,turmeric,normal,486
MONKFISH,vinaigrette,normal,486
MONKFISH,"vinegar, white wine",normal,486
MONKFISH,walnuts,normal,487
MONKFISH,watercress,normal,487
MOROCCAN CUISINE,almonds,normal,487
MOROCCAN CUISINE,apricots,normal,487
MOROCCAN CUISINE,"bell peppers, green",normal,487
MOROCCAN CUISINE,chile peppers,normal,487
MOROCCAN CUISINE,cilantro,normal,487
MOROCCAN CUISINE,cinnamon,normal,487
MOROCCAN CUISINE,couscous,normal,487
MOROCCAN CUISINE,coriander,normal,487
MOROCCAN CUISINE,cucumbers,normal,487
MOROCCAN CUISINE,cumin,normal,487
MOROCCAN CUISINE,dates,normal,487
MOROCCAN CUISINE,figs,normal,487
MOROCCAN CUISINE,fruits,normal,487
MOROCCAN CUISINE,ginger,normal,487
MOROCCAN CUISINE,lamb,normal,487
MOROCCAN CUISINE,"lemon, juice",normal,487
MOROCCAN CUISINE,"LEMONS, PRESERVED",very_highly_recommended,487
MOROCCAN CUISINE,nuts,normal,487
MOROCCAN CUISINE,olive oil,normal,487
MOROCCAN CUISINE,olives,normal,487
MOROCCAN CUISINE,onions,normal,487
MOROCCAN CUISINE,paprika,normal,487
MOROCCAN CUISINE,pepper,normal,487
MOROCCAN CUISINE,pine nuts,normal,487
MOROCCAN CUISINE,pistachios,normal,487
MOROCCAN CUISINE,raisins,normal,487
MOROCCAN CUISINE,ras el hanout,recommended,488
MOROCCAN CUISINE,saffron,normal,488
MOROCCAN CUISINE,salads,normal,488
MOROCCAN CUISINE,"stews, aka tagines",normal,488
MOROCCAN CUISINE,suggests the flavors of Morocco.,normal,488
MOROCCAN CUISINE,sumac,normal,488
MOROCCAN CUISINE,tomatoes,normal,488
MOROCCAN CUISINE,turmeric,normal,488
MUSHROOMS — IN GENERAL,stew,normal,488
MUSHROOMS — IN GENERAL,almonds,normal,488
MUSHROOMS — IN GENERAL,asparagus,normal,488
MUSHROOMS — IN GENERAL,bacon,recommended,489
MUSHROOMS — IN GENERAL,barley,normal,489
MUSHROOMS — IN GENERAL,basil,normal,489
MUSHROOMS — IN GENERAL,bay leaf,normal,489
MUSHROOMS — IN GENERAL,"beans: green, lima",normal,489
MUSHROOMS — IN GENERAL,beef,normal,489
MUSHROOMS — IN GENERAL,"bell peppers, esp. red",normal,489
MUSHROOMS — IN GENERAL,bread crumbs,normal,489
MUSHROOMS — IN GENERAL,"BUTTER, unsalted",recommended,489
MUSHROOMS — IN GENERAL,capers,normal,489
MUSHROOMS — IN GENERAL,carrots,normal,489
MUSHROOMS — IN GENERAL,cayenne,normal,489
MUSHROOMS — IN GENERAL,Anejo and Red Onion,recommended,489
MUSHROOMS — IN GENERAL,"Risotto with Wild Rice, Squash, and Wild Mushrooms",recommended,489
MUSHROOMS — IN GENERAL,Mushroom and Asparagus Risotto with Lemon Thyme,recommended,489
MUSHROOMS — IN GENERAL,celery,normal,489
MUSHROOMS — IN GENERAL,"cheese: Comté, Emmental, Gruyère, Parmesan, Swiss",normal,489
MUSHROOMS — IN GENERAL,chervil,normal,489
MUSHROOMS — IN GENERAL,chestnuts,normal,489
MUSHROOMS — IN GENERAL,chicken,normal,489
MUSHROOMS — IN GENERAL,"chile peppers: dried red, fresh green",normal,490
MUSHROOMS — IN GENERAL,chives,recommended,490
MUSHROOMS — IN GENERAL,cilantro,normal,490
MUSHROOMS — IN GENERAL,cloves,normal,490
MUSHROOMS — IN GENERAL,cognac,normal,490
MUSHROOMS — IN GENERAL,coriander,normal,490
MUSHROOMS — IN GENERAL,crab,normal,490
MUSHROOMS — IN GENERAL,CREAM,very_highly_recommended,490
MUSHROOMS — IN GENERAL,crème fraîche,normal,490
MUSHROOMS — IN GENERAL,cumin,normal,490
MUSHROOMS — IN GENERAL,dill,normal,490
MUSHROOMS — IN GENERAL,eggs,normal,490
MUSHROOMS — IN GENERAL,fennel,normal,490
MUSHROOMS — IN GENERAL,fish,normal,490
MUSHROOMS — IN GENERAL,French cuisine,normal,490
MUSHROOMS — IN GENERAL,frisée lettuce,normal,490
MUSHROOMS — IN GENERAL,game,normal,490
MUSHROOMS — IN GENERAL,garam masala,normal,490
MUSHROOMS — IN GENERAL,GARLIC,holy_grail,490
MUSHROOMS — IN GENERAL,garlic chives,normal,490
MUSHROOMS — IN GENERAL,ginger,normal,490
MUSHROOMS — IN GENERAL,grappa,normal,490
MUSHROOMS — IN GENERAL,ham,recommended,490
MUSHROOMS — IN GENERAL,herbs,normal,490
MUSHROOMS — IN GENERAL,juniper berries,normal,490
MUSHROOMS — IN GENERAL,leeks,recommended,490
MUSHROOMS — IN GENERAL,"lemon: juice, zest",recommended,490
MUSHROOMS — IN GENERAL,Madeira,normal,490
MUSHROOMS — IN GENERAL,marjoram,recommended,490
MUSHROOMS — IN GENERAL,meats,normal,490
MUSHROOMS — IN GENERAL,milk,normal,490
MUSHROOMS — IN GENERAL,mirepoix,normal,490
MUSHROOMS — IN GENERAL,"mustard, Dijon",normal,490
MUSHROOMS — IN GENERAL,nutmeg,normal,490
MUSHROOMS — IN GENERAL,"OIL: canola, grapeseed, peanut, vegetable",recommended,490
MUSHROOMS — IN GENERAL,OLIVE OIL,very_highly_recommended,490
MUSHROOMS — IN GENERAL,"onions: green, pearl, red, yellow",recommended,490
MUSHROOMS — IN GENERAL,oregano,normal,490
MUSHROOMS — IN GENERAL,"paprika, esp. sweet",normal,490
MUSHROOMS — IN GENERAL,Parmesan cheese,normal,490
MUSHROOMS — IN GENERAL,"PARSLEY, flat-leaf",recommended,490
MUSHROOMS — IN GENERAL,pasta,normal,490
MUSHROOMS — IN GENERAL,peas,normal,490
MUSHROOMS — IN GENERAL,"PEPPER: black, white",recommended,490
MUSHROOMS — IN GENERAL,pine nuts,normal,490
MUSHROOMS — IN GENERAL,pork,normal,491
MUSHROOMS — IN GENERAL,potatoes,normal,491
MUSHROOMS — IN GENERAL,poultry,normal,491
MUSHROOMS — IN GENERAL,prosciutto,normal,491
MUSHROOMS — IN GENERAL,radicchio,normal,491
MUSHROOMS — IN GENERAL,rice,normal,491
MUSHROOMS — IN GENERAL,risotto,normal,491
MUSHROOMS — IN GENERAL,rosemary,recommended,491
MUSHROOMS — IN GENERAL,sage,normal,491
MUSHROOMS — IN GENERAL,sake,normal,491
MUSHROOMS — IN GENERAL,"SALT: fleur de sel, kosher, sea",recommended,491
MUSHROOMS — IN GENERAL,scallions,normal,491
MUSHROOMS — IN GENERAL,seafood,normal,491
MUSHROOMS — IN GENERAL,sesame oil,normal,491
MUSHROOMS — IN GENERAL,SHALLOTS,very_highly_recommended,491
MUSHROOMS — IN GENERAL,"sherry, dry (e.g., manzanilla)",recommended,491
MUSHROOMS — IN GENERAL,sour cream,normal,491
MUSHROOMS — IN GENERAL,soy sauce,normal,491
MUSHROOMS — IN GENERAL,spinach,normal,491
MUSHROOMS — IN GENERAL,"stocks: chicken, dashi, mushroom, veal",recommended,491
MUSHROOMS — IN GENERAL,sugar,normal,491
MUSHROOMS — IN GENERAL,tarragon,recommended,491
MUSHROOMS — IN GENERAL,"thyme, fresh",recommended,491
MUSHROOMS — IN GENERAL,tomatoes,normal,491
MUSHROOMS — IN GENERAL,truffle oil,normal,491
MUSHROOMS — IN GENERAL,veal,normal,491
MUSHROOMS — IN GENERAL,"vinegar, esp. balsamic, red wine, sherry",recommended,491
MUSHROOMS — IN GENERAL,walnuts,normal,491
MUSHROOMS — IN GENERAL,"WINE: dry red, white, vermouth",recommended,491
MUSHROOMS — IN GENERAL,yogurt,normal,491
MUSHROOMS — CHANTERELLES,bay leaf,normal,492
MUSHROOMS — CHANTERELLES,"butter, unsalted",recommended,492
MUSHROOMS — CHANTERELLES,chard,normal,492
MUSHROOMS — CHANTERELLES,"cheese, Parmesan",normal,492
MUSHROOMS — CHANTERELLES,chives (garnish),normal,492
MUSHROOMS — CHANTERELLES,cream,recommended,492
MUSHROOMS — CHANTERELLES,"eggs and egg dishes (e.g., omelets)",normal,492
MUSHROOMS — CHANTERELLES,game,normal,492
MUSHROOMS — CHANTERELLES,garlic,recommended,492
MUSHROOMS — CHANTERELLES,lentils,normal,492
MUSHROOMS — CHANTERELLES,mussels,normal,492
MUSHROOMS — CHANTERELLES,"oil, peanut",recommended,492
MUSHROOMS — CHANTERELLES,olive oil,recommended,492
MUSHROOMS — CHANTERELLES,"onions, esp. green",normal,492
MUSHROOMS — CHANTERELLES,parsley,normal,492
MUSHROOMS — CHANTERELLES,pasta,normal,492
MUSHROOMS — CHANTERELLES,"pepper: black, white",recommended,492
MUSHROOMS — CHANTERELLES,poultry,normal,492
MUSHROOMS — CHANTERELLES,radicchio,normal,492
MUSHROOMS — CHANTERELLES,"salt, kosher",recommended,492
MUSHROOMS — CHANTERELLES,sauces,normal,492
MUSHROOMS — CHANTERELLES,shallots,recommended,492
MUSHROOMS — CHANTERELLES,soups,normal,492
MUSHROOMS — CHANTERELLES,"STOCKS: BEEF, CHICKEN",very_highly_recommended,492
MUSHROOMS — CHANTERELLES,sweet potatoes,normal,492
MUSHROOMS — CHANTERELLES,"thyme, fresh",recommended,492
MUSHROOMS — CHANTERELLES,"vinegar, sherry",normal,492
MUSHROOMS — CHANTERELLES,"wine, dry white",normal,492
MUSHROOMS — CREMINI,arugula,normal,492
MUSHROOMS — CREMINI,butter,normal,493
MUSHROOMS — CREMINI,"cheese: goat, Parmesan",normal,493
MUSHROOMS — CREMINI,chives,normal,493
MUSHROOMS — CREMINI,garlic,normal,493
MUSHROOMS — CREMINI,mascarpone,normal,493
MUSHROOMS — CREMINI,olive oil,normal,493
MUSHROOMS — CREMINI,"parsley, flat-leaf",normal,493
MUSHROOMS — CREMINI,"pepper, white",normal,493
MUSHROOMS — CREMINI,salt,normal,493
MUSHROOMS — CREMINI,shallots,normal,493
MUSHROOMS — CREMINI,"stock, chicken",normal,493
MUSHROOMS — CREMINI,thyme,normal,493
MUSHROOMS — CREMINI,truffle oil,normal,493
MUSHROOMS — MATSUTAKE,butter,normal,493
MUSHROOMS — MATSUTAKE,"cabbage, savoy",normal,493
MUSHROOMS — MATSUTAKE,chicken,normal,493
MUSHROOMS — MATSUTAKE,"cod, black",normal,493
MUSHROOMS — MATSUTAKE,cream,normal,493
MUSHROOMS — MATSUTAKE,custard,normal,493
MUSHROOMS — MATSUTAKE,dashi,normal,493
MUSHROOMS — MATSUTAKE,fish,normal,493
MUSHROOMS — MATSUTAKE,"herbs: chervil, chives, flat-leaf parsley, tarragon",normal,493
MUSHROOMS — MATSUTAKE,Japanese cuisine,normal,493
MUSHROOMS — MATSUTAKE,"lemon, juice",normal,493
MUSHROOMS — MATSUTAKE,mirin,normal,493
MUSHROOMS — MATSUTAKE,"mushrooms, wild",normal,493
MUSHROOMS — MATSUTAKE,olive oil,normal,493
MUSHROOMS — MATSUTAKE,"pepper, black",normal,493
MUSHROOMS — MATSUTAKE,rice,normal,493
MUSHROOMS — MATSUTAKE,sake,normal,493
MUSHROOMS — MATSUTAKE,salt,normal,493
MUSHROOMS — MATSUTAKE,shallots,normal,493
MUSHROOMS — MATSUTAKE,shrimp,normal,493
MUSHROOMS — MATSUTAKE,soup,normal,493
MUSHROOMS — MATSUTAKE,soy sauce,normal,493
MUSHROOMS — MATSUTAKE,"stock, chicken",normal,493
MUSHROOMS — MATSUTAKE,tempura,normal,493
MUSHROOMS — MATSUTAKE,tofu,normal,494
MUSHROOMS — MATSUTAKE,"vinegar, rice wine",normal,494
MUSHROOMS — MORELS,"Techniques/Tips: Always serve cooked: boil, stew",recommended,494
MUSHROOMS — MORELS,"ASPARAGUS: green, white",recommended,494
MUSHROOMS — MORELS,bacon,normal,494
MUSHROOMS — MORELS,basil,normal,494
MUSHROOMS — MORELS,bay leaf,normal,494
MUSHROOMS — MORELS,"BUTTER, unsalted",recommended,494
MUSHROOMS — MORELS,caraway seeds,recommended,494
MUSHROOMS — MORELS,"cheese: Fontina, goat, Parmesan",normal,494
MUSHROOMS — MORELS,chervil,normal,494
MUSHROOMS — MORELS,chicken mousse,normal,494
MUSHROOMS — MORELS,chives,normal,494
MUSHROOMS — MORELS,"CREAM, heavy",recommended,494
MUSHROOMS — MORELS,crème fraîche,normal,494
MUSHROOMS — MORELS,"eggs, yolks",normal,494
MUSHROOMS — MORELS,faro,normal,494
MUSHROOMS — MORELS,fava beans,normal,494
MUSHROOMS — MORELS,"serve it with cabbage, cream, and the matsutake.",normal,494
MUSHROOMS — MORELS,"Garlic and Spinach, Parmigiano-Reggiano, and Umbrian Olive Oil",recommended,494
MUSHROOMS — MORELS,fiddlehead ferns,normal,494
MUSHROOMS — MORELS,"GARLIC: regular, spring",recommended,494
MUSHROOMS — MORELS,"ham: Virginia, Serrano",normal,494
MUSHROOMS — MORELS,herbs,normal,495
MUSHROOMS — MORELS,lamb,recommended,495
MUSHROOMS — MORELS,leeks,normal,495
MUSHROOMS — MORELS,lemon,normal,495
MUSHROOMS — MORELS,Madeira,normal,495
MUSHROOMS — MORELS,marjoram,normal,495
MUSHROOMS — MORELS,mirepoix,normal,495
MUSHROOMS — MORELS,"oil, peanut",recommended,495
MUSHROOMS — MORELS,olive oil,recommended,495
MUSHROOMS — MORELS,"onions, esp. spring",normal,495
MUSHROOMS — MORELS,pancetta,normal,495
MUSHROOMS — MORELS,"paprika, sweet",normal,495
MUSHROOMS — MORELS,"parsley, flat-leaf",normal,495
MUSHROOMS — MORELS,pasta,normal,495
MUSHROOMS — MORELS,peas,normal,495
MUSHROOMS — MORELS,"PEPPER: black, white",recommended,495
MUSHROOMS — MORELS,pork,normal,495
MUSHROOMS — MORELS,port,normal,495
MUSHROOMS — MORELS,"potatoes, esp. new",normal,495
MUSHROOMS — MORELS,ramps,normal,495
MUSHROOMS — MORELS,rosemary,normal,495
MUSHROOMS — MORELS,"SALT, kosher",recommended,495
MUSHROOMS — MORELS,sauces,normal,495
MUSHROOMS — MORELS,savory,normal,495
MUSHROOMS — MORELS,shallots,recommended,495
MUSHROOMS — MORELS,"soufflés (e.g., goat cheese)",normal,495
MUSHROOMS — MORELS,soy sauce,normal,495
MUSHROOMS — MORELS,"stocks: chicken, mushroom, vegetable",recommended,495
MUSHROOMS — MORELS,sweetbreads,normal,495
MUSHROOMS — MORELS,tarragon,normal,495
MUSHROOMS — MORELS,thyme,recommended,495
MUSHROOMS — MORELS,"truffles, black",normal,495
MUSHROOMS — MORELS,vinaigrette,normal,495
MUSHROOMS — MORELS,"vinegar, sherry",normal,495
MUSHROOMS — MORELS,"wine, Champagne",normal,495
MUSHROOMS — PORCINI / CEPES / KING BOLETE,almonds,normal,496
MUSHROOMS — PORCINI / CEPES / KING BOLETE,arugula,normal,496
MUSHROOMS — PORCINI / CEPES / KING BOLETE,bacon,normal,496
MUSHROOMS — PORCINI / CEPES / KING BOLETE,brandy,normal,496
MUSHROOMS — PORCINI / CEPES / KING BOLETE,bread crumbs,normal,496
MUSHROOMS — PORCINI / CEPES / KING BOLETE,"butter, unsalted",normal,496
MUSHROOMS — PORCINI / CEPES / KING BOLETE,carrots,normal,496
MUSHROOMS — PORCINI / CEPES / KING BOLETE,"cheese: Fontina, Garrotxa, Parmesan",recommended,496
MUSHROOMS — PORCINI / CEPES / KING BOLETE,chervil,normal,496
MUSHROOMS — PORCINI / CEPES / KING BOLETE,"chicken, esp. roasted",normal,496
MUSHROOMS — PORCINI / CEPES / KING BOLETE,chives,normal,496
MUSHROOMS — PORCINI / CEPES / KING BOLETE,coffee,normal,496
MUSHROOMS — PORCINI / CEPES / KING BOLETE,cream / milk,recommended,496
MUSHROOMS — PORCINI / CEPES / KING BOLETE,crème fraîche,normal,496
